NAME,ASSOCIATION,EXPERIMENT,IMAGE,INTENSITY,INTENSITY.ch1.mean,INTENSITY.ch1.mean_c,LOCATION,POSITION,SHAPE,SHAPE.area,SHAPE.length,SHAPE.width.mean,ZSCORE,
b4,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3835.568,3239.3933,(x=57.58 y=393.48),1,1,1043.3547,79.157814,13.49351,3.9897513,
b5,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6735.151,6138.976,(x=30.52 y=509.64),1,1,512.81494,44.977177,12.122023,3.9897513,
b6,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3015.5757,2419.401,(x=99.17 y=309.11),1,1,674.2578,55.326584,12.851234,3.9897513,
b8,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3325.9285,2729.7537,(x=127.37 y=260.57),1,1,615.5674,54.871475,11.773608,3.9897513,
b10,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,9468.406,8872.231,(x=136.88 y=309.71),1,1,884.1465,63.97576,14.493501,3.9897513,
b11,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1438.6444,842.46967,(x=166.70 y=608.34),1,1,943.8711,80.21444,12.088472,3.9897513,
b13,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2947.8418,2351.667,(x=189.24 y=205.96),1,1,878.9043,71.085045,12.7866955,3.9897513,
b14,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2166.3796,1570.2048,(x=203.27 y=517.11),1,1,434.09766,37.740845,12.229611,3.9897513,
b15,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1733.0365,1136.8618,(x=229.95 y=78.70),1,1,906.43115,77.56421,12.037036,3.9897513,
b17,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6710.1133,6113.9385,(x=228.90 y=197.76),1,1,1032.5176,90.572876,11.711201,3.9897513,
b18,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7840.138,7243.9634,(x=233.25 y=288.89),1,1,953.3594,74.72609,13.249347,3.9897513,
b19,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2058.7336,1462.5588,(x=246.74 y=516.21),1,1,538.72656,47.583435,11.941109,3.9897513,
b20,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3209.2864,2613.1116,(x=247.13 y=420.01),1,1,696.65234,61.198555,11.835107,3.9897513,
b21,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3640.367,3044.1921,(x=270.78 y=156.12),1,1,965.18066,81.44789,12.260318,3.9897513,
b22,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4103.9805,3507.8057,(x=310.37 y=61.49),1,1,859.6929,72.62355,12.278633,3.9897513,
b26,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5159.615,4563.4404,(x=372.68 y=620.69),1,1,480.1328,42.197483,12.163448,3.9897513,
b34,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3852.432,3258.1533,(x=57.58 y=393.48),2,1,1043.3547,79.157814,13.49351,3.9897513,
b35,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6704.298,6110.019,(x=30.52 y=509.64),2,1,512.81494,44.977177,12.122023,3.9897513,
b36,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3014.1484,2419.8699,(x=99.17 y=309.11),2,1,674.2578,55.326584,12.851234,3.9897513,
b38,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3289.401,2695.1223,(x=127.37 y=260.57),2,1,615.5674,54.871475,11.773608,3.9897513,
b40,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,9278.566,8684.288,(x=136.88 y=309.71),2,1,884.1465,63.97576,14.493501,3.9897513,
b41,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1429.0836,834.805,(x=166.70 y=608.34),2,1,943.8711,80.21444,12.088472,3.9897513,
b43,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2953.943,2359.6646,(x=189.24 y=205.96),2,1,878.9043,71.085045,12.7866955,3.9897513,
b44,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2138.7036,1544.425,(x=203.27 y=517.11),2,1,434.09766,37.740845,12.229611,3.9897513,
b45,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1733.0608,1138.7822,(x=229.95 y=78.70),2,1,906.43115,77.56421,12.037036,3.9897513,
b47,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6741.1616,6146.883,(x=228.90 y=197.76),2,1,1032.5176,90.572876,11.711201,3.9897513,
b48,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7797.483,7203.204,(x=233.25 y=288.89),2,1,953.3594,74.72609,13.249347,3.9897513,
b49,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2065.2942,1471.0156,(x=246.74 y=516.21),2,1,538.72656,47.583435,11.941109,3.9897513,
b50,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3236.6907,2642.412,(x=247.13 y=420.01),2,1,696.65234,61.198555,11.835107,3.9897513,
b51,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3624.5464,3030.2678,(x=270.78 y=156.12),2,1,965.18066,81.44789,12.260318,3.9897513,
b52,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4091.113,3496.8345,(x=310.37 y=61.49),2,1,859.6929,72.62355,12.278633,3.9897513,
b56,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5135.0166,4540.738,(x=372.68 y=620.69),2,1,480.1328,42.197483,12.163448,3.9897513,
b64,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3858.7842,3265.2166,(x=57.58 y=393.48),3,1,1043.3547,79.157814,13.49351,3.9897513,
b65,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6646.9805,6053.413,(x=30.52 y=509.64),3,1,512.81494,44.977177,12.122023,3.9897513,
b66,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3048.4956,2454.928,(x=99.17 y=309.11),3,1,674.2578,55.326584,12.851234,3.9897513,
b68,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3340.3816,2746.814,(x=127.37 y=260.57),3,1,615.5674,54.871475,11.773608,3.9897513,
b70,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,9215.344,8621.776,(x=136.88 y=309.71),3,1,884.1465,63.97576,14.493501,3.9897513,
b71,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1425.7651,832.1975,(x=166.70 y=608.34),3,1,943.8711,80.21444,12.088472,3.9897513,
b73,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2936.5098,2342.9421,(x=189.24 y=205.96),3,1,878.9043,71.085045,12.7866955,3.9897513,
b74,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2129.2175,1535.6499,(x=203.27 y=517.11),3,1,434.09766,37.740845,12.229611,3.9897513,
b75,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1724.126,1130.5583,(x=229.95 y=78.70),3,1,906.43115,77.56421,12.037036,3.9897513,
b77,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6703.88,6110.3125,(x=228.90 y=197.76),3,1,1032.5176,90.572876,11.711201,3.9897513,
b78,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7634.022,7040.454,(x=233.25 y=288.89),3,1,953.3594,74.72609,13.249347,3.9897513,
b79,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2052.462,1458.8943,(x=246.74 y=516.21),3,1,538.72656,47.583435,11.941109,3.9897513,
b80,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3233.7224,2640.1548,(x=247.13 y=420.01),3,1,696.65234,61.198555,11.835107,3.9897513,
b81,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3609.9702,3016.4026,(x=270.78 y=156.12),3,1,965.18066,81.44789,12.260318,3.9897513,
b82,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4088.0588,3494.4912,(x=310.37 y=61.49),3,1,859.6929,72.62355,12.278633,3.9897513,
b86,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5024.2383,4430.671,(x=372.68 y=620.69),3,1,480.1328,42.197483,12.163448,3.9897513,
b94,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3846.5527,3253.1182,(x=57.58 y=393.48),4,1,1043.3547,79.157814,13.49351,3.9897513,
b95,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6561.394,5967.9595,(x=30.52 y=509.64),4,1,512.81494,44.977177,12.122023,3.9897513,
b96,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3030.3962,2436.962,(x=99.17 y=309.11),4,1,674.2578,55.326584,12.851234,3.9897513,
b98,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3308.4658,2715.0312,(x=127.37 y=260.57),4,1,615.5674,54.871475,11.773608,3.9897513,
b100,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,9083.156,8489.722,(x=136.88 y=309.71),4,1,884.1465,63.97576,14.493501,3.9897513,
b101,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1430.6117,837.17725,(x=166.70 y=608.34),4,1,943.8711,80.21444,12.088472,3.9897513,
b103,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2939.8088,2346.3745,(x=189.24 y=205.96),4,1,878.9043,71.085045,12.7866955,3.9897513,
b104,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2157.1782,1563.7438,(x=203.27 y=517.11),4,1,434.09766,37.740845,12.229611,3.9897513,
b105,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1720.3381,1126.9037,(x=229.95 y=78.70),4,1,906.43115,77.56421,12.037036,3.9897513,
b107,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6739.088,6145.6533,(x=228.90 y=197.76),4,1,1032.5176,90.572876,11.711201,3.9897513,
b108,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7584.934,6991.4995,(x=233.25 y=288.89),4,1,953.3594,74.72609,13.249347,3.9897513,
b109,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2053.1323,1459.6979,(x=246.74 y=516.21),4,1,538.72656,47.583435,11.941109,3.9897513,
b110,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3226.8042,2633.3696,(x=247.13 y=420.01),4,1,696.65234,61.198555,11.835107,3.9897513,
b111,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3604.5608,3011.1265,(x=270.78 y=156.12),4,1,965.18066,81.44789,12.260318,3.9897513,
b112,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4095.6436,3502.209,(x=310.37 y=61.49),4,1,859.6929,72.62355,12.278633,3.9897513,
b116,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5075.774,4482.3394,(x=372.68 y=620.69),4,1,480.1328,42.197483,12.163448,3.9897513,
b124,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3849.8694,3256.7273,(x=57.58 y=393.48),5,1,1043.3547,79.157814,13.49351,3.9897513,
b125,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6609.9175,6016.7754,(x=30.52 y=509.64),5,1,512.81494,44.977177,12.122023,3.9897513,
b126,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3044.767,2451.625,(x=99.17 y=309.11),5,1,674.2578,55.326584,12.851234,3.9897513,
b128,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3310.7566,2717.6145,(x=127.37 y=260.57),5,1,615.5674,54.871475,11.773608,3.9897513,
b130,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,9034.407,8441.266,(x=136.88 y=309.71),5,1,884.1465,63.97576,14.493501,3.9897513,
b131,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1439.6635,846.52136,(x=166.70 y=608.34),5,1,943.8711,80.21444,12.088472,3.9897513,
b133,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2911.859,2318.7168,(x=189.24 y=205.96),5,1,878.9043,71.085045,12.7866955,3.9897513,
b134,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2150.919,1557.7769,(x=203.27 y=517.11),5,1,434.09766,37.740845,12.229611,3.9897513,
b135,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1724.1381,1130.996,(x=229.95 y=78.70),5,1,906.43115,77.56421,12.037036,3.9897513,
b137,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6710.4346,6117.2925,(x=228.90 y=197.76),5,1,1032.5176,90.572876,11.711201,3.9897513,
b138,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7532.0557,6938.9136,(x=233.25 y=288.89),5,1,953.3594,74.72609,13.249347,3.9897513,
b139,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2057.944,1464.802,(x=246.74 y=516.21),5,1,538.72656,47.583435,11.941109,3.9897513,
b140,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3179.1238,2585.9817,(x=247.13 y=420.01),5,1,696.65234,61.198555,11.835107,3.9897513,
b141,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3613.0947,3019.9526,(x=270.78 y=156.12),5,1,965.18066,81.44789,12.260318,3.9897513,
b142,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4089.857,3496.7148,(x=310.37 y=61.49),5,1,859.6929,72.62355,12.278633,3.9897513,
b146,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5076.793,4483.651,(x=372.68 y=620.69),5,1,480.1328,42.197483,12.163448,3.9897513,
b154,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3880.4424,3287.6775,(x=57.58 y=393.48),6,1,1043.3547,79.157814,13.49351,3.9897513,
b155,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6518.7275,5925.963,(x=30.52 y=509.64),6,1,512.81494,44.977177,12.122023,3.9897513,
b156,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3061.1099,2468.345,(x=99.17 y=309.11),6,1,674.2578,55.326584,12.851234,3.9897513,
b158,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3313.3167,2720.5518,(x=127.37 y=260.57),6,1,615.5674,54.871475,11.773608,3.9897513,
b160,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,8858.576,8265.812,(x=136.88 y=309.71),6,1,884.1465,63.97576,14.493501,3.9897513,
b161,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1440.2021,847.43726,(x=166.70 y=608.34),6,1,943.8711,80.21444,12.088472,3.9897513,
b163,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2917.1877,2324.4229,(x=189.24 y=205.96),6,1,878.9043,71.085045,12.7866955,3.9897513,
b164,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2120.4675,1527.7026,(x=203.27 y=517.11),6,1,434.09766,37.740845,12.229611,3.9897513,
b165,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1732.3414,1139.5765,(x=229.95 y=78.70),6,1,906.43115,77.56421,12.037036,3.9897513,
b167,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6712.993,6120.2285,(x=228.90 y=197.76),6,1,1032.5176,90.572876,11.711201,3.9897513,
b168,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7440.997,6848.2324,(x=233.25 y=288.89),6,1,953.3594,74.72609,13.249347,3.9897513,
b169,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2065.998,1473.2332,(x=246.74 y=516.21),6,1,538.72656,47.583435,11.941109,3.9897513,
b170,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3233.0532,2640.2883,(x=247.13 y=420.01),6,1,696.65234,61.198555,11.835107,3.9897513,
b171,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3613.0618,3020.2969,(x=270.78 y=156.12),6,1,965.18066,81.44789,12.260318,3.9897513,
b172,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4093.4094,3500.6445,(x=310.37 y=61.49),6,1,859.6929,72.62355,12.278633,3.9897513,
b176,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5010.1445,4417.38,(x=372.68 y=620.69),6,1,480.1328,42.197483,12.163448,3.9897513,
b184,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3848.7266,3256.5508,(x=57.58 y=393.48),7,1,1043.3547,79.157814,13.49351,3.9897513,
b185,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6417.1924,5825.0166,(x=30.52 y=509.64),7,1,512.81494,44.977177,12.122023,3.9897513,
b186,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3043.2493,2451.0735,(x=99.17 y=309.11),7,1,674.2578,55.326584,12.851234,3.9897513,
b188,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3324.6494,2732.4736,(x=127.37 y=260.57),7,1,615.5674,54.871475,11.773608,3.9897513,
b190,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,8747.051,8154.875,(x=136.88 y=309.71),7,1,884.1465,63.97576,14.493501,3.9897513,
b191,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1435.3248,843.1491,(x=166.70 y=608.34),7,1,943.8711,80.21444,12.088472,3.9897513,
b193,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2914.2048,2322.029,(x=189.24 y=205.96),7,1,878.9043,71.085045,12.7866955,3.9897513,
b194,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2140.0347,1547.8589,(x=203.27 y=517.11),7,1,434.09766,37.740845,12.229611,3.9897513,
b195,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1717.1293,1124.9536,(x=229.95 y=78.70),7,1,906.43115,77.56421,12.037036,3.9897513,
b197,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6684.754,6092.578,(x=228.90 y=197.76),7,1,1032.5176,90.572876,11.711201,3.9897513,
b198,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7313.8345,6721.6587,(x=233.25 y=288.89),7,1,953.3594,74.72609,13.249347,3.9897513,
b199,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2058.8604,1466.6846,(x=246.74 y=516.21),7,1,538.72656,47.583435,11.941109,3.9897513,
b200,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3202.7095,2610.5337,(x=247.13 y=420.01),7,1,696.65234,61.198555,11.835107,3.9897513,
b201,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3585.1743,2992.9985,(x=270.78 y=156.12),7,1,965.18066,81.44789,12.260318,3.9897513,
b202,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4093.8362,3501.6604,(x=310.37 y=61.49),7,1,859.6929,72.62355,12.278633,3.9897513,
b206,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,5022.7383,4430.5625,(x=372.68 y=620.69),7,1,480.1328,42.197483,12.163448,3.9897513,
b214,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3867.0452,3275.227,(x=57.58 y=393.48),8,1,1043.3547,79.157814,13.49351,3.9897513,
b215,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6358.204,5766.3857,(x=30.52 y=509.64),8,1,512.81494,44.977177,12.122023,3.9897513,
b216,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3040.1973,2448.3792,(x=99.17 y=309.11),8,1,674.2578,55.326584,12.851234,3.9897513,
b218,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3300.828,2709.0098,(x=127.37 y=260.57),8,1,615.5674,54.871475,11.773608,3.9897513,
b220,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,8644.4795,8052.661,(x=136.88 y=309.71),8,1,884.1465,63.97576,14.493501,3.9897513,
b221,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1438.891,847.0728,(x=166.70 y=608.34),8,1,943.8711,80.21444,12.088472,3.9897513,
b223,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2892.1707,2300.3525,(x=189.24 y=205.96),8,1,878.9043,71.085045,12.7866955,3.9897513,
b224,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2157.4607,1565.6426,(x=203.27 y=517.11),8,1,434.09766,37.740845,12.229611,3.9897513,
b225,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1735.4972,1143.679,(x=229.95 y=78.70),8,1,906.43115,77.56421,12.037036,3.9897513,
b227,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6625.4473,6033.629,(x=228.90 y=197.76),8,1,1032.5176,90.572876,11.711201,3.9897513,
b228,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7135.248,6543.4297,(x=233.25 y=288.89),8,1,953.3594,74.72609,13.249347,3.9897513,
b229,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2071.0522,1479.2341,(x=246.74 y=516.21),8,1,538.72656,47.583435,11.941109,3.9897513,
b230,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3279.7395,2687.9214,(x=247.13 y=420.01),8,1,696.65234,61.198555,11.835107,3.9897513,
b231,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3560.102,2968.284,(x=270.78 y=156.12),8,1,965.18066,81.44789,12.260318,3.9897513,
b232,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4090.9263,3499.1082,(x=310.37 y=61.49),8,1,859.6929,72.62355,12.278633,3.9897513,
b236,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4986.519,4394.7007,(x=372.68 y=620.69),8,1,480.1328,42.197483,12.163448,3.9897513,
b244,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3855.2986,3265.1238,(x=57.58 y=393.48),9,1,1043.3547,79.157814,13.49351,3.9897513,
b245,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6226.7744,5636.5996,(x=30.52 y=509.64),9,1,512.81494,44.977177,12.122023,3.9897513,
b246,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3032.15,2441.975,(x=99.17 y=309.11),9,1,674.2578,55.326584,12.851234,3.9897513,
b248,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3288.2566,2698.0818,(x=127.37 y=260.57),9,1,615.5674,54.871475,11.773608,3.9897513,
b250,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,8479.37,7889.1953,(x=136.88 y=309.71),9,1,884.1465,63.97576,14.493501,3.9897513,
b251,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1429.4338,839.2591,(x=166.70 y=608.34),9,1,943.8711,80.21444,12.088472,3.9897513,
b253,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2876.3413,2286.1665,(x=189.24 y=205.96),9,1,878.9043,71.085045,12.7866955,3.9897513,
b254,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2148.3657,1558.1909,(x=203.27 y=517.11),9,1,434.09766,37.740845,12.229611,3.9897513,
b255,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,1728.0376,1137.8628,(x=229.95 y=78.70),9,1,906.43115,77.56421,12.037036,3.9897513,
b257,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6554.067,5963.892,(x=228.90 y=197.76),9,1,1032.5176,90.572876,11.711201,3.9897513,
b258,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,7096.27,6506.095,(x=233.25 y=288.89),9,1,953.3594,74.72609,13.249347,3.9897513,
b259,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,2042.73,1452.5552,(x=246.74 y=516.21),9,1,538.72656,47.583435,11.941109,3.9897513,
b260,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3225.095,2634.9202,(x=247.13 y=420.01),9,1,696.65234,61.198555,11.835107,3.9897513,
b261,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3538.2473,2948.0725,(x=270.78 y=156.12),9,1,965.18066,81.44789,12.260318,3.9897513,
b262,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4063.099,3472.9243,(x=310.37 y=61.49),9,1,859.6929,72.62355,12.278633,3.9897513,
b266,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,4886.7554,4296.5806,(x=372.68 y=620.69),9,1,480.1328,42.197483,12.163448,3.9897513,
b274,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,3869.424,3279.1504,(x=57.58 y=393.48),10,1,1043.3547,79.157814,13.49351,3.9897513,
b275,0,F2,MC4100_dL5_high_cephalexin-sereds_R2_F2-1.tif,255.0,6211.788,5621.5146,(x=30.52 y=509.64),10,1,512.81494,44.977177,12.122023,3.9897513,
