NAME,ASSOCIATION,EXPERIMENT,IMAGE,INTENSITY,INTENSITY.ch1.mean,INTENSITY.ch1.mean_c,LOCATION,POSITION,SHAPE,SHAPE.area,SHAPE.length,SHAPE.width.mean,ZSCORE,
b1,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1841.7345,1276.9458,(x=28.84 y=585.45),1,1,239.86816,22.298172,12.194782,2.0255742,
b2,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1789.5339,1224.7454,(x=40.68 y=315.93),1,1,220.62793,23.10289,10.519098,2.0255742,
b3,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1546.6516,981.863,(x=36.20 y=358.37),1,1,152.99219,17.627419,9.887735,2.0255742,
b4,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1591.0819,1026.2932,(x=43.13 y=374.31),1,1,182.06787,19.502167,10.500149,2.0255742,
b6,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1901.125,1336.3364,(x=48.46 y=592.58),1,1,223.23535,21.246332,11.962457,2.0255742,
b7,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1927.7312,1362.9426,(x=66.52 y=639.00),1,1,157.92188,17.64741,10.698805,2.0255742,
b9,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1624.302,1059.5134,(x=83.26 y=198.60),1,1,199.81348,20.702436,10.740453,2.0255742,
b10,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2274.3547,1709.5662,(x=86.00 y=413.54),1,1,279.4414,24.622156,12.21991,2.0255742,
b11,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1756.1326,1191.344,(x=87.52 y=226.93),1,1,263.98535,26.801655,10.761541,2.0255742,
b12,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1278.885,714.0964,(x=84.52 y=53.93),1,1,169.3695,17.881466,11.373913,2.0255742,
b13,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1507.1277,942.33905,(x=127.88 y=87.87),1,1,140.18457,16.70737,9.879991,2.0255742,
b14,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3554.996,2990.2075,(x=125.38 y=341.42),1,1,250.8711,26.850916,10.036916,2.0255742,
b15,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2209.0427,1644.2542,(x=131.55 y=262.12),1,1,278.4746,25.849695,11.832731,2.0255742,
b17,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1462.1624,897.3737,(x=167.18 y=113.19),1,1,157.27734,18.045555,9.89562,2.0255742,
b18,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1689.8619,1125.0732,(x=177.83 y=241.11),1,1,180.99805,20.880335,9.566711,2.0255742,
b19,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1734.4652,1169.6765,(x=173.56 y=146.19),1,1,181.18164,19.409624,10.197774,2.0255742,
b20,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1675.6045,1110.8159,(x=173.35 y=166.37),1,1,174.71094,18.909536,10.601721,2.0255742,
b21,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2279.2842,1714.4956,(x=206.43 y=123.01),1,1,188.16211,17.432384,12.270983,2.0255742,
b22,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1566.8591,1002.0705,(x=213.86 y=375.07),1,1,212.80469,23.03819,9.790992,2.0255742,
b23,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2144.618,1579.8293,(x=223.71 y=117.07),1,1,155.22266,16.459362,10.538426,2.0255742,
b24,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2061.8047,1497.0161,(x=230.93 y=513.33),1,1,297.10156,28.253675,11.550515,2.0255742,
b25,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1418.9297,854.14105,(x=257.98 y=104.92),1,1,181.64258,19.10746,11.389401,2.0255742,
b27,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2160.055,1595.2664,(x=271.46 y=529.71),1,1,321.35156,28.825808,12.2883,2.0255742,
b28,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1391.1965,826.4079,(x=295.24 y=275.94),1,1,228.14844,25.463303,9.785139,2.0255742,
b29,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1827.2388,1262.4502,(x=308.86 y=328.06),1,1,220.125,25.258337,9.528673,2.0255742,
b30,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1330.2786,765.4899,(x=312.73 y=648.34),1,1,200.0625,21.725193,9.770113,2.0255742,
b31,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1332.332,767.5434,(x=330.96 y=177.64),1,1,245.84961,23.786297,11.456997,2.0255742,
b32,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1308.3508,743.5622,(x=331.46 y=472.01),1,1,226.25781,23.585989,10.587523,2.0255742,
b33,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1918.829,1354.0403,(x=347.27 y=344.50),1,1,195.98438,19.36568,11.630254,2.0255742,
b34,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3367.0264,2802.2378,(x=394.19 y=30.74),1,1,187.30762,19.13495,11.520256,2.0255742,
b35,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2225.456,1660.6675,(x=404.97 y=373.44),1,1,284.10938,29.11883,10.626967,2.0255742,
b116,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1818.3734,1255.2065,(x=28.84 y=585.45),2,1,239.86816,22.298172,12.194782,2.0255742,
b117,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1762.2354,1199.0685,(x=40.68 y=315.93),2,1,220.62793,23.10289,10.519098,2.0255742,
b118,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1535.8774,972.7106,(x=36.20 y=358.37),2,1,152.99219,17.627419,9.887735,2.0255742,
b119,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1586.1803,1023.0134,(x=43.13 y=374.31),2,1,182.06787,19.502167,10.500149,2.0255742,
b121,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1876.5402,1313.3733,(x=48.46 y=592.58),2,1,223.23535,21.246332,11.962457,2.0255742,
b122,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1932.9812,1369.8143,(x=66.52 y=639.00),2,1,157.92188,17.64741,10.698805,2.0255742,
b124,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1579.0941,1015.92725,(x=83.26 y=198.60),2,1,199.81348,20.702436,10.740453,2.0255742,
b125,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2268.6487,1705.4818,(x=86.00 y=413.54),2,1,279.4414,24.622156,12.21991,2.0255742,
b126,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1758.8674,1195.7006,(x=87.52 y=226.93),2,1,263.98535,26.801655,10.761541,2.0255742,
b127,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1271.7931,708.6262,(x=84.52 y=53.93),2,1,169.3695,17.881466,11.373913,2.0255742,
b128,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1487.0426,923.87573,(x=127.88 y=87.87),2,1,140.18457,16.70737,9.879991,2.0255742,
b129,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3492.264,2929.0972,(x=125.38 y=341.42),2,1,250.8711,26.850916,10.036916,2.0255742,
b130,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2188.0605,1624.8937,(x=131.55 y=262.12),2,1,278.4746,25.849695,11.832731,2.0255742,
b132,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1444.0974,880.93054,(x=167.18 y=113.19),2,1,157.27734,18.045555,9.89562,2.0255742,
b133,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1685.3757,1122.2089,(x=177.83 y=241.11),2,1,180.99805,20.880335,9.566711,2.0255742,
b134,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1724.9144,1161.7476,(x=173.56 y=146.19),2,1,181.18164,19.409624,10.197774,2.0255742,
b135,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1673.305,1110.1382,(x=173.35 y=166.37),2,1,174.71094,18.909536,10.601721,2.0255742,
b136,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2236.5369,1673.37,(x=206.43 y=123.01),2,1,188.16211,17.432384,12.270983,2.0255742,
b137,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1559.1549,995.98804,(x=213.86 y=375.07),2,1,212.80469,23.03819,9.790992,2.0255742,
b138,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2122.1848,1559.018,(x=223.71 y=117.07),2,1,155.22266,16.459362,10.538426,2.0255742,
b139,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2043.0505,1479.8837,(x=230.93 y=513.33),2,1,297.10156,28.253675,11.550515,2.0255742,
b140,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1425.6919,862.525,(x=257.98 y=104.92),2,1,181.64258,19.10746,11.389401,2.0255742,
b142,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2132.2905,1569.1237,(x=271.46 y=529.71),2,1,321.35156,28.825808,12.2883,2.0255742,
b143,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1365.0262,801.8594,(x=295.24 y=275.94),2,1,228.14844,25.463303,9.785139,2.0255742,
b144,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1841.1127,1277.9458,(x=308.86 y=328.06),2,1,220.125,25.258337,9.528673,2.0255742,
b145,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1333.602,770.4352,(x=312.73 y=648.34),2,1,200.0625,21.725193,9.770113,2.0255742,
b146,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1329.4778,766.3109,(x=330.96 y=177.64),2,1,245.84961,23.786297,11.456997,2.0255742,
b147,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1301.4122,738.24536,(x=331.46 y=472.01),2,1,226.25781,23.585989,10.587523,2.0255742,
b148,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1945.5078,1382.341,(x=347.27 y=344.50),2,1,195.98438,19.36568,11.630254,2.0255742,
b149,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3322.0317,2758.8647,(x=394.19 y=30.74),2,1,187.30762,19.13495,11.520256,2.0255742,
b150,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2188.8806,1625.7137,(x=404.97 y=373.44),2,1,284.10938,29.11883,10.626967,2.0255742,
b231,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1868.3153,1304.8687,(x=28.84 y=585.45),3,1,239.86816,22.298172,12.194782,2.0255742,
b232,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1760.4298,1196.9832,(x=40.68 y=315.93),3,1,220.62793,23.10289,10.519098,2.0255742,
b233,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1572.3549,1008.90814,(x=36.20 y=358.37),3,1,152.99219,17.627419,9.887735,2.0255742,
b234,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1593.1311,1029.6843,(x=43.13 y=374.31),3,1,182.06787,19.502167,10.500149,2.0255742,
b236,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1907.9955,1344.5488,(x=48.46 y=592.58),3,1,223.23535,21.246332,11.962457,2.0255742,
b237,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1937.3438,1373.897,(x=66.52 y=639.00),3,1,157.92188,17.64741,10.698805,2.0255742,
b239,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1609.8119,1046.3652,(x=83.26 y=198.60),3,1,199.81348,20.702436,10.740453,2.0255742,
b240,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2240.8926,1677.4458,(x=86.00 y=413.54),3,1,279.4414,24.622156,12.21991,2.0255742,
b241,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1745.322,1181.8752,(x=87.52 y=226.93),3,1,263.98535,26.801655,10.761541,2.0255742,
b242,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1271.8506,708.4039,(x=84.52 y=53.93),3,1,169.3695,17.881466,11.373913,2.0255742,
b243,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1499.2695,935.8228,(x=127.88 y=87.87),3,1,140.18457,16.70737,9.879991,2.0255742,
b244,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3445.824,2882.3772,(x=125.38 y=341.42),3,1,250.8711,26.850916,10.036916,2.0255742,
b245,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2193.2563,1629.8096,(x=131.55 y=262.12),3,1,278.4746,25.849695,11.832731,2.0255742,
b247,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1437.974,874.5273,(x=167.18 y=113.19),3,1,157.27734,18.045555,9.89562,2.0255742,
b248,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1703.0718,1139.625,(x=177.83 y=241.11),3,1,180.99805,20.880335,9.566711,2.0255742,
b249,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1727.369,1163.9224,(x=173.56 y=146.19),3,1,181.18164,19.409624,10.197774,2.0255742,
b250,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1653.9209,1090.4741,(x=173.35 y=166.37),3,1,174.71094,18.909536,10.601721,2.0255742,
b251,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2225.0737,1661.627,(x=206.43 y=123.01),3,1,188.16211,17.432384,12.270983,2.0255742,
b252,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1555.7465,992.29974,(x=213.86 y=375.07),3,1,212.80469,23.03819,9.790992,2.0255742,
b253,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2093.242,1529.7952,(x=223.71 y=117.07),3,1,155.22266,16.459362,10.538426,2.0255742,
b254,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2049.2122,1485.7654,(x=230.93 y=513.33),3,1,297.10156,28.253675,11.550515,2.0255742,
b255,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1441.3513,877.9046,(x=257.98 y=104.92),3,1,181.64258,19.10746,11.389401,2.0255742,
b257,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2151.1438,1587.697,(x=271.46 y=529.71),3,1,321.35156,28.825808,12.2883,2.0255742,
b258,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1369.5983,806.15155,(x=295.24 y=275.94),3,1,228.14844,25.463303,9.785139,2.0255742,
b259,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1879.3918,1315.9451,(x=308.86 y=328.06),3,1,220.125,25.258337,9.528673,2.0255742,
b260,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1308.5374,745.09064,(x=312.73 y=648.34),3,1,200.0625,21.725193,9.770113,2.0255742,
b261,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1331.2227,767.77594,(x=330.96 y=177.64),3,1,245.84961,23.786297,11.456997,2.0255742,
b262,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1320.2062,756.75946,(x=331.46 y=472.01),3,1,226.25781,23.585989,10.587523,2.0255742,
b263,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1948.7047,1385.258,(x=347.27 y=344.50),3,1,195.98438,19.36568,11.630254,2.0255742,
b264,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3307.254,2743.8071,(x=394.19 y=30.74),3,1,187.30762,19.13495,11.520256,2.0255742,
b265,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2187.9614,1624.5146,(x=404.97 y=373.44),3,1,284.10938,29.11883,10.626967,2.0255742,
b346,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1838.1411,1275.3401,(x=28.84 y=585.45),4,1,239.86816,22.298172,12.194782,2.0255742,
b347,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1807.0408,1244.2397,(x=40.68 y=315.93),4,1,220.62793,23.10289,10.519098,2.0255742,
b348,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1602.5677,1039.7667,(x=36.20 y=358.37),4,1,152.99219,17.627419,9.887735,2.0255742,
b349,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1603.4755,1040.6744,(x=43.13 y=374.31),4,1,182.06787,19.502167,10.500149,2.0255742,
b351,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1892.3572,1329.5562,(x=48.46 y=592.58),4,1,223.23535,21.246332,11.962457,2.0255742,
b352,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1924.2063,1361.4053,(x=66.52 y=639.00),4,1,157.92188,17.64741,10.698805,2.0255742,
b354,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1607.9208,1045.1198,(x=83.26 y=198.60),4,1,199.81348,20.702436,10.740453,2.0255742,
b355,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2264.2617,1701.4607,(x=86.00 y=413.54),4,1,279.4414,24.622156,12.21991,2.0255742,
b356,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1745.7992,1182.9982,(x=87.52 y=226.93),4,1,263.98535,26.801655,10.761541,2.0255742,
b357,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1252.1552,689.3541,(x=84.52 y=53.93),4,1,169.3695,17.881466,11.373913,2.0255742,
b358,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1498.7872,935.9862,(x=127.88 y=87.87),4,1,140.18457,16.70737,9.879991,2.0255742,
b359,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3400.388,2837.587,(x=125.38 y=341.42),4,1,250.8711,26.850916,10.036916,2.0255742,
b360,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2176.146,1613.345,(x=131.55 y=262.12),4,1,278.4746,25.849695,11.832731,2.0255742,
b362,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1450.1753,887.37427,(x=167.18 y=113.19),4,1,157.27734,18.045555,9.89562,2.0255742,
b363,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1716.7072,1153.9061,(x=177.83 y=241.11),4,1,180.99805,20.880335,9.566711,2.0255742,
b364,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1724.4279,1161.6268,(x=173.56 y=146.19),4,1,181.18164,19.409624,10.197774,2.0255742,
b365,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1647.0905,1084.2894,(x=173.35 y=166.37),4,1,174.71094,18.909536,10.601721,2.0255742,
b366,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2194.8264,1632.0254,(x=206.43 y=123.01),4,1,188.16211,17.432384,12.270983,2.0255742,
b367,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1536.8826,974.08154,(x=213.86 y=375.07),4,1,212.80469,23.03819,9.790992,2.0255742,
b368,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2077.8408,1515.0398,(x=223.71 y=117.07),4,1,155.22266,16.459362,10.538426,2.0255742,
b369,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2043.1852,1480.3842,(x=230.93 y=513.33),4,1,297.10156,28.253675,11.550515,2.0255742,
b370,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1421.8486,859.0476,(x=257.98 y=104.92),4,1,181.64258,19.10746,11.389401,2.0255742,
b372,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2146.6208,1583.8198,(x=271.46 y=529.71),4,1,321.35156,28.825808,12.2883,2.0255742,
b373,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1361.5197,798.7186,(x=295.24 y=275.94),4,1,228.14844,25.463303,9.785139,2.0255742,
b374,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1879.9099,1317.1089,(x=308.86 y=328.06),4,1,220.125,25.258337,9.528673,2.0255742,
b375,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1312.3483,749.54724,(x=312.73 y=648.34),4,1,200.0625,21.725193,9.770113,2.0255742,
b376,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1309.8219,747.0209,(x=330.96 y=177.64),4,1,245.84961,23.786297,11.456997,2.0255742,
b377,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1316.2938,753.4928,(x=331.46 y=472.01),4,1,226.25781,23.585989,10.587523,2.0255742,
b378,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1989.7513,1426.9503,(x=347.27 y=344.50),4,1,195.98438,19.36568,11.630254,2.0255742,
b379,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3246.1375,2683.3364,(x=394.19 y=30.74),4,1,187.30762,19.13495,11.520256,2.0255742,
b380,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2193.1824,1630.3813,(x=404.97 y=373.44),4,1,284.10938,29.11883,10.626967,2.0255742,
b461,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1817.7966,1255.4934,(x=28.84 y=585.45),5,1,239.86816,22.298172,12.194782,2.0255742,
b462,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1755.457,1193.1538,(x=40.68 y=315.93),5,1,220.62793,23.10289,10.519098,2.0255742,
b463,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1608.6646,1046.3613,(x=36.20 y=358.37),5,1,152.99219,17.627419,9.887735,2.0255742,
b464,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1604.6066,1042.3035,(x=43.13 y=374.31),5,1,182.06787,19.502167,10.500149,2.0255742,
b466,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1898.3483,1336.0452,(x=48.46 y=592.58),5,1,223.23535,21.246332,11.962457,2.0255742,
b467,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1951.95,1389.6467,(x=66.52 y=639.00),5,1,157.92188,17.64741,10.698805,2.0255742,
b469,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1595.9604,1033.6572,(x=83.26 y=198.60),5,1,199.81348,20.702436,10.740453,2.0255742,
b470,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2256.294,1693.9907,(x=86.00 y=413.54),5,1,279.4414,24.622156,12.21991,2.0255742,
b471,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1771.6326,1209.3293,(x=87.52 y=226.93),5,1,263.98535,26.801655,10.761541,2.0255742,
b472,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1271.2069,708.90375,(x=84.52 y=53.93),5,1,169.3695,17.881466,11.373913,2.0255742,
b473,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1509.6028,947.2996,(x=127.88 y=87.87),5,1,140.18457,16.70737,9.879991,2.0255742,
b474,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,3347.78,2785.4768,(x=125.38 y=341.42),5,1,250.8711,26.850916,10.036916,2.0255742,
b475,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2200.402,1638.0989,(x=131.55 y=262.12),5,1,278.4746,25.849695,11.832731,2.0255742,
b477,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1433.883,871.5799,(x=167.18 y=113.19),5,1,157.27734,18.045555,9.89562,2.0255742,
b478,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1664.9889,1102.6858,(x=177.83 y=241.11),5,1,180.99805,20.880335,9.566711,2.0255742,
b479,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1711.4385,1149.1353,(x=173.56 y=146.19),5,1,181.18164,19.409624,10.197774,2.0255742,
b480,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1668.0452,1105.742,(x=173.35 y=166.37),5,1,174.71094,18.909536,10.601721,2.0255742,
b481,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2212.5737,1650.2705,(x=206.43 y=123.01),5,1,188.16211,17.432384,12.270983,2.0255742,
b482,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1531.9296,969.6264,(x=213.86 y=375.07),5,1,212.80469,23.03819,9.790992,2.0255742,
b483,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2085.433,1523.1299,(x=223.71 y=117.07),5,1,155.22266,16.459362,10.538426,2.0255742,
b484,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2020.5555,1458.2524,(x=230.93 y=513.33),5,1,297.10156,28.253675,11.550515,2.0255742,
b485,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1410.2865,847.98334,(x=257.98 y=104.92),5,1,181.64258,19.10746,11.389401,2.0255742,
b487,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,2106.0703,1543.7671,(x=271.46 y=529.71),5,1,321.35156,28.825808,12.2883,2.0255742,
b488,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1361.1442,798.841,(x=295.24 y=275.94),5,1,228.14844,25.463303,9.785139,2.0255742,
b489,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1845.6351,1283.332,(x=308.86 y=328.06),5,1,220.125,25.258337,9.528673,2.0255742,
b490,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1318.5074,756.2043,(x=312.73 y=648.34),5,1,200.0625,21.725193,9.770113,2.0255742,
b491,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1333.2024,770.89923,(x=330.96 y=177.64),5,1,245.84961,23.786297,11.456997,2.0255742,
b492,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1309.2456,746.94244,(x=331.46 y=472.01),5,1,226.25781,23.585989,10.587523,2.0255742,
b493,0,F1,DADE_psu18-amiB_laco-_sereds_F1-1.tif,255.0,1960.0829,1397.7798,(x=347.27 y=344.50),5,1,195.98438,19.36568,11.630254,2.0255742,
